comment,time
1527427306545,服务太差了。前面招待进店的女人特别***。肉也是特别少。一出来就没了。吃个自助就是去抢肉的。时间也过的快。等肉的时间都长点。根本都还没吃饱时间就过去了。一个老阿姨就在那等着催着你说时间到了她要收桌了。还一副老好人的样子表示说不扣我的押金。反正也没剩多少。搞笑。本来就没吃到多少。能剩什么。   搞得朋友们都没尽兴。尴尬死了。
1527426244813,我不知道是怎么排名第一的，讲真，能吃的真的很少，不夸张的说，太少了，我从来没有吃过种类这么少的自助，也没有什么很特别的种类，实在无法接受，这也能是所谓的第一名。
1526788088116,菜品还可以，关键牛肉刚上来就被两个人给分没了，我们新来的要等好半天才能下一波，节假日真真心不推荐来，好东西根本轮不到你
1526661995164,我想说是不是菜品不新鲜，我拉肚子了，现在喂奶期间，儿子晚上也闹一晚上
1526011423682,菜品少的可怜，都是些便宜的肉，特别是虾，我们五个人也是一份虾，人家两个人也是一样一份虾。去过一次都不会在想去第二次了~
1525680824074,不好吃 东西少 吃不饱 东西不新鲜 不推荐
1525542529856,每次去了都不给票，有些不怎么卫生
1524838585127,自助餐…虾还是一人一盘的？东西样式偏少，而且不咋地。
1523971223969,东西选择好少 肉类不好吃 下次不会再来 👋
1523189428719,反正我觉得挺差劲的，东西没啥的还死贵，差评差评差评
1522581568264,感觉这是最不好的一次美团体验，品种少，火力太大容易焦，火力太小烤不熟
1520601327564,菜的种类很少就几种肉，和一点青菜，不值这个价，不会再去了
1520522741978,有可能是晚上去的，所以菜品很少，不是很好吃
1514813898807,首先服务还好，不算很热情，也不冷淡，其次是装潢，挺大的中式风格，喜欢，不满意的是吃的东西，下午两点去的，去了之后就一个感觉，什么吃的都没有了，更别提什么牛肉，虾了，一桌六个基围虾，还是那种死很久的虾，一点口感都没有，烧烤用的肉有鱼猪肉鸡肉各一样，其他就是些说不出的便宜肉类，吃了两三块就没胃口了，培根比较多，还有生菜这些，熟食就四五种吧，还都是空的，饮料还没开始喝呢，就变成凉水了，寿司还好，用的米挺好的，还有好几种点心，麻薯，薯条，炸酸奶，整体来说就一句话，好吃的都没有！68还不如去吃海鲜自助也就多十块钱，不会再光顾也不推荐别人光顾，很失望 #一般#
1514377565715,价格贵，品种少，经常食材跟不上，不推荐
1513163930252,没有什么东西可以吃的，主要吃的东西太少了
1512896408998,个人建议 不推荐 火太慢了 前半个小时就是在等火起来 菜品特别少 加菜也不及时 基本上你一去肉就没了 上的肉就够一桌吃的 另一桌再去就是空盒子了 感觉吃没吃什么 时间都浪费在等待上面了 感觉不会去第二次了
1512199514085,真的不是一般难吃，羊肉应该是客人或者服务员没弄好，贴着牛肉，拿了一堆结果一吃直接吐了，那个膻不是一般难咽下去。好多吃了嘴都那个膻味，看着好吃是不是？你们能理解大中午的饿着肚子吃这些的感受吗？气到直接转别家吃。第一次来也是最后一次。(吃完去了洗手间)
1511880298172,肉不新鲜  酒很假跟水一样  服务也不好
1511706752628,不好，很差劲的，真的是人多了就什么都没了，吃的吃的没了，喝的喝的也没了，样式又少，是真的没什么可推荐的，调料也很差，真真是最差劲的一次自助餐厅，，，真的不想说什么了，很差，很差，满怀期待排队等了好久，进去太失望了
1511497084396,虾是限量的 冰淇淋我去的时候基本上是没有的 也不见服务员开新的 生菜我觉得是吃烤肉最重要的配菜了！差不多7点去的没有生菜！然后我来会跑了4-5次 依旧没有上！直到我吃完都没有见上的！我去的时候还听到别的顾客跟服务员说了没有生菜！人家服务员就哦了一下！！！！！人家说的那个寿司我也是没见的！想什么蛋挞啊炸香蕉啊我去的时候也是没有的！！什么都没有！！我是真的不想说话！还有最重要的 用油人家都有个刷油的毛刷这家是什么都没有 用勺子。。。。。我也是醉了！也没有第二次了
1511068226935,服务真心差难受  。。。。。还一定要写15个字呵呵
1509637206462,服务很差，因为去的比较晚，服务员为了要下班，态度不好，服务员在旁边走来走去，说还有这么多啊，怎样怎样，吃得很不开心，这是我去过最差的自助餐
1507867590756,不喜欢那的环境，还有服务员。真的是不会变通，呆呆的。
1503847647985,刷新了我对自助餐的认知，关键还是带着全家人堵了一路车去吃的！菜品差，烤肉的火也很小，人多的时候加菜的速度也跟不上，高兴而去，铩羽而归！
1502292553151,菜品太少，味道也不咋地，服务态度不好，叫半天一个人来都没有，比起东门的店差太多！不推荐😖😖
1502281165332,服务态度差，不会再去了！4个人为什么不能要2个桌，晕。我要是老板就换服务员
1500885725243,味道不怎么地，卫生好差，菜品也少。
1500302427959,别的自助烤肉都很多种类的，，而且这里好多东西都没有！差评，还贵！！
1498566538913,无语的服务员，过去之后我去拿菜了没看到服务员连火都没开，以为她开过了，过来之后就直接往上面放肉了，结果被他看到一直在嘲笑我吃烧烤连火都不开，无语了，这态度，就是那个年龄有点大的女的，什么素质
1498446823691,垃圾拉肚子，浑身不舒服不舒服不舒服
1498350443505,服务差，水果少，口味不好吃。肉类不新鲜。
1497246972982,价格便宜，食材很一般，不会去第二次
1494815322401,"带小孩一起去的，菜品少，羊肉取了两串，只烤了一串也没吃完，骚味非常大，也不知道是拿羊尿泡了多久，重点还掉颜色，会做饭的人一眼都能分辩出血色和染色。就吃了点青菜，小孩也只吃了点寿司。

对了，连烤料油盐醋等都是要自己去装，装就算了，还只备小碟子装，用起来一点都不放便，也不好算量"
1493620321558,品种好少，服务态度不好，东西找不到，她都不说在哪，顺便敷衍了事
1493608616534,难吃的要死     小强都不吃 ，，，，，
1492352391437,价格非常贵，性价比很低！太不划算。
1492220632276,食材看起来不是很新鲜，没啥特色，味道也不怎么样
1491872728270,菜品真的太少了！太失望了，以后再也不去了！  50几块钱一个人，不晓得一共吃了10块钱没有，真心不推荐
1491231773585,吃自助以来菜品最少的一次了，水果只有西瓜，肉类一次只拿一点点，不会再去吃了
1490618044927,服务态度不好，收了钱就不理你了，根本没什么东西，极度不划算！大家不要过来这家，连羊肉牛肉都不上，好不容易上一盘还要抢！垃圾！
1488889300319,火力不足啊！吃的我在车上了。各有所需。
1486086567131,调料又少，又不好，辣椒一点都不辣，菜品又少！有些饮料还是2015年的，就一次了，绝不会再去
1485928725210,真心不怎么样
1469503817022,不推荐，东西太少，没什么吃的，而且又贵得，又要另外收费
1468485466316,恶心，肥牛一直不上，从来的时候开始就没有看见过肥牛长什么样子，虽然是下午来的时间比较晚，但是在客人同样很多的情况下，依然没有上肥牛，好不容易出来吃烤肉，就是为了肥牛来的，但是没有吃到，差评。没有吃到肉就算了，其它想吃的也都没有，反而是蔬果上的特别勤，在客人多的情况下，这样的做法是及其不合理的。如果只有这一次我可以理解为工作系统的疏忽大意，但是其他客人也许并不能理解。如果下次再出现这种情况，我将永久拉黑，不再来烤肉店吃饭，切记！
1467729237916,第三次去了，因为位置好找，离家也不算远所以首选这里，菜品不算太多，但味道还不错，最喜欢的是烤牛肉，和小肥羊，聚餐的话还是不要选择周末，人太多了，要排很久的队，不推荐！服务方面还是挺周到的，油纸经常帮忙换，就是没吃到冰淇淋，下次希望有了
1467460848290,只能说一般般吧还行。但是不推荐女性过来，都是肉类的不咋滴
1456022076000,菜式太少了，被坑了，而且还贵，以后再也不会去了
1448693359000,不推荐，菜品不够？？？？？？？？
1448440147000,没图片上效果，不推荐了，不好吃不新鲜
1448421930000,肥牛经常是没有的，自助的，加菜的速度也是很慢，不推荐。
1446261382000,里面的菜超级难吃 是我吃过的韩国烤肉最差的一次 味道真心难吃 不推荐大家吃 完全对不起消费者 口味太差太差呢 菜式少就算了
1441800682000,大家不要去 态度不好 食品少 老板抠搜的 不要去 ***的被坑了
1440775151000,味道一般般，羊肉就没看到，虾也少，就五花肉还可以，团购的券周末还要加七元，不推荐
1440658474000,说实话不咋滴，有比这里好吃的烤肉店，好吃的就饮料和糕点吧。不推荐在用餐时间去 ，到点了人就特多 ，肥牛刚上没过5秒就没了，个别肉比较难吃，没腌过，比较推荐的肉就是培根和五花肉，吃得不开心，要吃的朋友要慎重阿。#培根##羊肉##五花肉##冰淇淋##鲜虾#
1439820653000,礼拜一18：00去的 时间较短 90分钟 虾和肥牛90分钟没上过一次  还差10来分钟就来催了 服务和价格不如韩釜宫 不推荐去
1437561717000,之前来过好多次了，以前觉得这家比较吸引我的也就是上菜速度比较快，餐盘一直是满的，主要是肉，最爱的是肥牛，而这次去吃一个半小时内，就刚开始来的时候上了一盘特别碎的肥牛，而且也在瞬间被拿光了，后来再也没有上肥牛，别的倒是有在上，但是也不够快，而且那些菜啊什么的，烤肉中也只是辅助，又不能当主食吃。肉倒也不是没有，可是光梅肉和五花肉，梅肉太瘦太干，五花肉又太腻，总之这次吃的很不满意，当时吃的时候就想再也不来了，枉费我对你们家长久的支持
1437302644000,***，团购就49了，到店就还要加收7块每人不知道什么费用，也没给你多介绍，美团又没说清楚，团购就便宜3块钱，这和没美团有区别吗？❌到店一个半小时了，牛肉和海鲜完全没见过，花了56块钱每人，就过来吃了几块五花肉，真的是完全开心吃的心情都没有了。哎，不评论了，果断黑名单。。。
1423278538000,种类很少  而且不太干净  不推荐
1411573937000,气死人了，吃起自助餐来没见过这么难吃的，又没油，又容易烤糊，不要说只有我一个人这样。我看到大家烤都基本糊了。又干，又咸，又糊了。难吃难吃。而且我吃这么多自助餐没有罚过钱，唯独跑到这里来就罚我钱，是不是知道我是外地人才欺负人？算了。认罚，反正这是你们的地盘，我也怎么不了你。食品种类又少，味道又不怎么样，美团的朋友劝你们不要去，因为你用支付宝付完钱后她要你交20元押金，就是方便扣你钱的。以后再也不来了。
1423210402000,去的那天  提前一天预约了 还是在另外等了40多分钟，吃着吃着没到20分钟，真的！***竟然停电了，我们坚决没走，很多人走了，我们等啊等啊，差不多 又是40分钟吧  才来电，我的亲啊，简直是***啊！！哎 不说了 都是泪，确实排烟很烂很烂，下次坚决吃烤肉要另外换一家，这个店也很小！！！不推荐。。。
1403709173000,不能算口味了，自助烤肉嘛，但菜品很不新鲜，牛羊肉稀缺，不推荐光顾。
1525172343036,真的不好嗯，上菜都要催半天，我说了美团的东西，还一脸懵逼的，又热，下次再也不来了
1521352163211,差！非常差！一肚子气！  1. 该服务员没有经询问，私自上了二选一的清汤底。  2. 更换完锅底通知我更换需收6元更换费。服务真的是不敢恭维，牛掰到一定境界。我们3个人吃的4-6人套餐。美团都不带问锅底，直接上清汤。表示要换麻辣锅底，更换完锅底她过来跟我讲要补6元更换费，牛掰了！团购还不给开发票，酒水也不开，说是现在没有发票了，要后补。东西也不知道好不好吃，反正光受气了。
1519872274304,首先上菜快，这点还是做得不错的。牛丸是冻的，并非现做，牛肉也不新鲜，锅底里乱七八糟的调料太多，味道不好。再就是点了个4到6人餐，我们三个人吃了不够。。。。。
1518482677214,不好吃，不正宗，酱料都不正宗，分量极少，说是6-8人餐，感觉哪怕就两三个人都吃不饱吧
1514090163872,很一般，不推荐，味道环境服务都一般
1514035282969,口味一般，服务不好，问是否有免费停车的地方，说对面工业园，会给一张停车券，最后给的是优惠券，抵扣5元，无语
1512816820636,不推荐，环境吵闹，火锅不好吃，特别是牛肉丸
1512571983651,今天在这家店用了美团128元的双人套餐，牛百叶不新鲜有问题，吃了几口，好臭，吃不下去直接吐出来，回家直接拉肚子。真是便宜没好货，商家好黑，质量有问题。不会再去吃了。
1496195872375,店里卫生差 蚊子太多了赶紧吃完走了我在汕头吃的好像不是这样子的？
1491725192785,一股腥味，吃几口就不想吃了，不推荐
1519808040773,越来越差了，去冰还一堆冰
1448505809000,位置很好找，刚好去的时候人不是很多，所以点餐很方便，一次性打包了6杯，只是等5分钟就可以拿到了，美女给我的珍珠很多，我很喜欢，而且贡茶是我的最爱，特别推荐，寒天爱玉，抹茶奶盖珍珠，不推荐金桔柠檬，个人感觉喝了很亏，里面就一个金桔和一片柠檬。#寒天爱玉# #抹茶珍珠奶盖茶# 。
1515496507934,老板人品态度特别差，而且奶茶味道越来越不正宗，差评，不推荐。
1514211727532,不怎么好喝，而且这边贡茶有好几家，找半天
1499260993801,柠檬茶太酸了，怕酸的朋友不推荐喝
1469190802814,好大份！不推荐乌茶和金砖奶茶有些苦噢
1519462229552,菜的味道一般，夫妻肺片一点儿都不好吃，人均消费也高，不推荐去
1511595948694,第一次是吃的四人餐味道不错，然而这次团购的二人餐，很差劲，青菜都是梗梗，叶子零星几片，不知道是不是剩下来的，不推荐，啤酒鱼不是整条鱼，而是几条小鱼，不好吃
1505289964768,一个女服务员黑着个脸，服务态度特别不好。直接向他们一个主管反应了，主管也没吭声。
1505127805666,省钱的亲们看过来。5个人，三大二小拿了99的套餐，不好吃后面又点了158的菜，茶位也算了钱，结果不让使用美团的代金券。说是用了一个套餐团了不可以跟其他优惠一起用。如果下次人多，又想用优惠券和团购的客户们记得开两个单哦。不拆单不能使用。开了就是两个独立的单。我是不会再来了，鸡肉很差，吃完肚子不舒服。我还是第一次给差评的。啤酒鱼跟我去漓江吃的是两回事。很坑很坑
1498303050218,味道不好吃，水煮鱼浪费了，没吃几口，不好吃
1457581300000,与以前相比，服务差很多了，不会推荐朋友去的
1457433312000,本来买的999套餐，明明写的免费提供包间，见图。结果到店了说包间要加50！那个男服务员还牛逼得很！这么大的免费两字你不认识？后来换了699的也加了50才给了包间！菜口味很一般！关键是不诚信，不诚信，不诚信！很不愉快的一次饭局。不推荐去！
1445918896000,服务太差，他们就不愿意接待网购用户，那些穿白色衣服的还说，早就应该关闭和美团的合作，上菜速度慢，竟然还会少上一个菜，要不是最后看了一下套餐，估计就帮人家省了…如果服务跟不上，环境再好，菜做的在美味，也给不了客人一个好的心情用餐，不推荐宝民这家！
1440401111000,环境可以，迟点就要排队了，用现金卷的，口味偏重，田螺鸡不错，竹筒肉真心不推荐，有可能本人不喜欢那种味道吧，其他都还可以，鱼也不错，但是不是很熟，希望厨师能把握好火候，毕竟不生不熟吃了对人体也不好，其他还可以
1434963434000,好吃，还送龟苓膏。南瓜不错。阳朔啤酒鱼不好吃，不推荐，有点腥味
1426598867000,实在是不推荐啤酒鱼，可能是漓江又一轩的败笔。其他的都挺好的。
1426461453000,感觉被坑了～跟朋友晚上去吃。所有食材都不太新鲜，啤酒鸭像是中午吃剩的，加了一把蒜苗再炒，板栗都是坏的～青菜是不知名的野菜，一口难以下咽～土豆排骨偏咸～骨头汤也不像是刚做的，不新鲜～总之一桌菜都是别人吃剩的，不会再来这家吃，纯粹是坑蒙拐骗，一点诚意都没有。
1398513814000,环境可以，不知道是不是团购原因，看到同样的菜团购比正价少得多，味道一般，吃到中间的时候，没问过直接把小菜送到桌上。导致还要付10元。不推荐。最差的一次团购。
1416230241000,黑店、黑店、黑店，龟苓膏都没上，味道也很一般，菜份量也很少，山楂茶也没看到，就是一般的茶，建议不要去
1525060886520,菜品较实惠，味道不行，之前吃过一次挺好，这次的体验很差，可能换厨师了，也可能是团购的菜做得不好
1505467776760,菜一般，难吃，重点是服务员很搞笑，我们还没吃完就把我们桌上的水拿走给其他桌倒水，真的很不礼貌。菜也难吃。我们不会再去了。差评差评。！！！！！！
1498372377045,不好吃了，食材也不新鲜，没怎么吃，最后买单走时候，看到领班叫服务员不要把多的那盘倒了，难道准备再卖？
1496227664584,环境还好，但是店里的空气不好，很重的油味，菜品也一般。
1496058932041,服务太差、白开水就算了，还倒完一杯就没了，也不会给倒开水了，餐厅连基本的纸巾都不提供，2块钱一包还要自己去买，点了一个鸭肉有异味，基本上没吃
1494819101878,怎么说呢，菜单和团购上显示有小龙虾，到了却没了，另点了3个菜，牛肉15分钟上来了。但其余的大概40分钟才上完，去催，不到十分钟才上齐！你不催，不上菜！牛肉，吃到一半发现有头发，去找投诉，然后说你已经吃的差不多了，给你个折扣，少了 5块钱，后续整个人都没啥食欲了。碗也是缺口的，不知怎么说，反正是一次不开心的体验！
1490004977044,除了咸就没什么味了，看评论说咸，特地提醒再三不要咸了，结果还是很咸，而且吃了拉肚子
1466746941681,一般般，不推荐，不如爱晚亭，分量太少
1466562190000,两个人点了4个菜，还有两杯饮料，花了189元，四个菜除了鱼头还可以，其他就是垃圾，牛魔王只有几块肉要68，口水鸡起码放了几天，像别人吃剩的一样，只吃了一口 难吃的要死，怎么叫口水鸡了 还有粉蒸排骨，简直没肉，都是粉，服务员黑脸，第一次美团如此不满意，垃圾黑店～祝你早日倒闭！
1464602680000,收茶位费还不给倒茶，菜的分量太少了，口味也就一般，不推荐。
1527918489223,个人不推荐，真的很不好，，，，，
1523939683774,这家店我去了没十次也有九次了，，以前不团购，我都点菜，感觉还可以，今天看到有团购代金劵，我又去了，我无力吐槽了，首先或许是团购的原因，我们去了，没给我们洗杯子的水，然后菜上来东西感觉也少了很多，吃着吃着我看到了苍蝇，服务员拿勺子把苍蝇挑出去，后面问我要不要换，我说算了，但是后面再发生的事我无力吐槽了，给我的藕片，里面全是泥，我找他们，服务员说藕片都是这样啊，，我就笑了，我又不是没吃过，随便一瞅，里面全是泥的藕片你们吃吗？估计自己都不吃吧，，，后面的菜我和朋友吃都没吃就走了，，，，，我决定这家店以后与我无缘了，，，，
1517029298518,菜真的太少了 人员又少 还那么贵不知道怎么经营这么久的
1512799511984,朋友推荐去的，环境也不错，点的虾锅，结果虾肉感觉绒的，不鲜美，有待提高，
1509105622187,"不好吃，肉很老，不新鲜。
佐料很单一。"
1508741223977,懒得废话，吃过你就知道下次还是算了，他家也是让你吃一肚子气回家
1505050782034,老板，真的感觉不够吃啊  我们就三个人啊
1502520714753,不好吃，下次再也不来了，菜量少
1494074603692,非常不满意，菜难吃，服务差，虾里有沙子
1492326610927,不知道是不是换老板了，味道大变样，非常难吃，分量又小。
1488625954397,不好，性价比比较低，味道一般，好多豆芽
1488006380837,强烈不推荐！！！！！首先有套餐，老板说周日不给用！不给用，你美团上写什么通用；其次，点的大锅就那么一点点，俩个人都觉得份量少！！配菜量也是非常少，口味啥的就那样，我从来都不会给差评一星，这是唯一一家让我非常无语的！反正不推荐呢，想要试试的也可以尝试一下。
1461681112000,我点的是焖锅虾和鱿鱼老妹说太辣了    男朋友说有点咸  我也感觉咸了没有上次好吃   那里的酱料要四块钱一位   我只想说不值  因为好多东西都没有  例如麻芝酱和醋  还有纸巾要两块钱一包    点菜时我们没人点纸巾  他们就拿来了一包纸巾然后买单时收费两元    我只想说有种被坑了的感觉   起码要问一下我们  搞的我们一直以为纸巾是免费的
1450257135000,口味还行，就是偏贵……来了个组合，没告诉我香辣汁要收费，结账的时候告诉我香辣汁25块，感觉被坑了……
1422322917000,团了个两人套餐，比较优惠！也挺好吃的！本来想加个米饭，没有就只能换个扯面，扯面的大哥一点技术含量都没有，我都无语了！有种被坑的赶脚！！
1528543882562,上菜慢，买单价格与菜单不符，高于菜单，要小心。只能用一张券😒，一定要注意查看账单，小心被坑嗷。一份粥两百多块
1523698159591,贵而且难吃，脏乱差，苍蝇到处飞，还非常热！强烈不推荐！
1492863828644,垃圾饭店，各种套路，端茶倒水都需要收费，坑死人，发票也不能开，以后再也不来了
1484311694640,桌子旁边有小强爬，砂锅粥一般
1482924759206,首先味道很普通，膏蟹有点不新鲜（朋友吃出来的），点了花甲，放太多蚝油了，咸成狗，绝对重口味，份量***的少，一男一女加两个菜刚好吃完，300多告诉我部分不能用券，完了还不给发票，黑商家不解释。下不为例，谁去谁被坑!
1477487208091,推荐海鲜粥，其它的菜就不推荐了～～～
1464864504000,点粥根本就不问斤，两菜单上是按斤标价，多算重量宰客，黑店
1435496234000,这次对于菜是很失望的，特意试了新品“金牌香酥骨”非常失望，价格贵不说，贵而不值！本来就几块肉，好了，80%是肥肉！猪油！本来就是油炸的！还掺杂那么多肥猪肉！说好的脆骨！求不骗！还有“客家薯粉”跟图片也是超级大的出入，味道很一般！对于不喜欢吃辣的朋友可以试一试，对于喜欢辣椒的朋友完全不推荐哈！唯一让我钟爱的就是它们家的粥，这点还是非常良心的！跟《德林砂锅粥》比的话，全粥坊的份量很足！味道也比《德林》的好吃很多。所以喜欢喝粥的朋友，还是很推荐全粥坊的。好了，说这么多就是希望其他朋友别踩坑，菜慎点就是了！
1498786581754,东西不新鲜  味道一般。。。。。。。
1467904793324,问服务员油焖虾中份多少只一口回答20多只还送两瓶啤酒  等上来一看才14只   你一份多少只就是多少干嘛忽悠我啊  油焖虾味道也不咋滴    买单时候直接来个不送啤酒    在这吃了3    4次了  好哥们过来就特地带过去吃饭   还吃的一点都不爽    这次被忽悠了   郁闷的要死     下次再也不来了
1416418949000,最最差的一次团购，私自把最贵的两个菜（汤和清蒸皖鱼）换了很差的菜，服务态度也很恶劣，说不吃可以走人，绝对是进了家黑店，把我的感受跟大家分享下，希望其他人不要被骗。
1528370646792,点的菜半天没上，性价比也差！不推荐
1515217583842,到店催着点餐，说厨师要下班了（未告知几点下班，过后问了才说），急着介绍菜品，38元一位的小茶杯，没人加水（店里只有两桌客人）吃到一半先让买单，后催着收拾，赶人一样，4人就餐只吃了不到一个小时，菜品一般（同类素食店比较）吃的心情可想而知（你们急着下班为何还接客，或点餐前说明时间）差！唯一差评！！！
1493810359574,菜色环境都可以，就是买单才说要加收10%服务费30多块，钱不多，感觉被坑了。
1514116560217,除了环境，谈不上任何服务吧。平安夜说的雪花是没有的，座位预定了也是没有的，菜品点了也是过了一个钟才上，更奇葩是，汤和小吃最后上。绝不推荐。管理简直low到底。
1527730814124,吃了好几次了，这次最失望。泡椒凤爪只看得到配菜和辣椒，凤爪连三只都没有，38块钱就买3只凤爪，这老板太会做生意了。以后绝对不会再去
1526825189944,真不知道这么多好评是怎么来的，冲着好评去的，没想到很失望！环境是可以，但是食材不好，点的咖喱虾，虾一点都不新鲜，菠萝鸡肉饭，饭不好吃，鸡肉没入味，不推荐吧……实话实说
1515128500006,酸辣，口味不喜欢，店面小，吵闹
1501679392522,为了凤爪特意去的 图片里生菜包的那个没有另外一家（不说名字了）的好吃 香料味太重不推荐 还有另一个菜也想吃 不过貌似上次去是活动之类的 这次去没有了 有点遗憾吧 回头客啦 下次去尝试别的 不过凤爪吃一百次也不会腻
1423978340000,环境挺好，服务员也挺勤快，但是上菜很慢，价格贵分量少太少，口味和云南吃的泰国菜相比没优点，纯粹的卖环境和服务，至于吃饭不推荐，①太贵，②分量少的可怜③口味不尽人意太普通，所以不推荐，如果是去喝喝咖啡聊聊天但是个不错的去处。
1419599614000,菜很咸很咸，跟泰国本地味道区别还是挺大的。香料也不突出。真心不推荐。
